source_id,video_count,categories_count,categories_present,labels_present,connected_components,sample_videos
07_06,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\07_06__kitchen_pan__NMGYPBXE.mp4
07_04,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\07_04__exit_phone_room__QKCCFKBT.mp4
03_11,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\03_11__exit_phone_room__P08VGHTA.mp4
04_12,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\04_12__walking_down_street_outside_angry__96TQKDFJ.mp4
03_06,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\03_06__meeting_serious__83ABVHC3.mp4
04_21,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\04_21__talking_angry_couch__5Y31RZP8.mp4
05_16,1,1,DeepFakeDetection,FAKE,COMP_012,Dataset\Video\DeepFakeDetection\05_16__kitchen_still__B62WCGUN.mp4
05_17,1,1,DeepFakeDetection,FAKE,COMP_012,Dataset\Video\DeepFakeDetection\05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4
05_28,1,1,DeepFakeDetection,FAKE,COMP_012,Dataset\Video\DeepFakeDetection\05_28__kitchen_still__W3J028UG.mp4
06_02,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\06_02__podium_speech_happy__N8OSN8P6.mp4
06_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\06_03__talking_against_wall__4I8LRXWF.mp4
09_26,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\09_26__exit_phone_room__XXGYLT82.mp4
06_11,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\06_11__walking_and_outside_surprised__C8C4FW99.mp4
06_15,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\06_15__kitchen_still__QRCD27P8.mp4
06_26,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\06_26__talking_against_wall__L5BVR5L9.mp4
07_02,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\07_02__talking_angry_couch__1H07DFQJ.mp4
07_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\07_03__hugging_happy__7NGMD8FT.mp4
06_07,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\06_07__outside_talking_pan_laughing__NMGYPBXE.mp4
18_26,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\18_26__walk_down_hall_angry__AI94QW74.mp4
10_19,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\10_19__walking_down_street_outside_angry__IDX76N5R.mp4
21_07,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\21_07__exit_phone_room__MKU99DVX.mp4
23_22,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\23_22__kitchen_still__X2ZN5Q31.mp4
17_08,1,1,DeepFakeDetection,FAKE,COMP_012,Dataset\Video\DeepFakeDetection\17_08__hugging_happy__05AN86QA.mp4
22_23,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\22_23__kitchen_pan__TU7RHG0S.mp4
22_19,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\22_19__walk_down_hall_angry__VK6BF5NV.mp4
22_10,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\22_10__walking_and_outside_surprised__C1U7OY5M.mp4
17_16,1,1,DeepFakeDetection,FAKE,COMP_012,Dataset\Video\DeepFakeDetection\17_16__walk_down_hall_angry__P141P1QH.mp4
18_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\18_03__kitchen_still__22UBC0BS.mp4
18_04,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\18_04__walking_outside_cafe_disgusted__6J3ZFEJQ.mp4
01_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\01_03__kitchen_pan__JZUXXFRB.mp4
21_02,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\21_02__talking_angry_couch__Z0XHPQAR.mp4
19_10,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\19_10__podium_speech_happy__FFXB67PI.mp4
18_11,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\18_11__secret_conversation__PT4YKO2R.mp4
20_27,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\20_27__kitchen_pan__LM907ECA.mp4
20_21,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\20_21__kitchen_still__ZCB5OMEW.mp4
20_18,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\20_18__walking_down_indoor_hall_disgust__8BMQOD7S.mp4
20_15,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\20_15__walking_down_indoor_hall_disgust__99NHTFBM.mp4
20_13,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\20_13__walking_down_indoor_hall_disgust__VO2YZXLN.mp4
20_09,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\20_09__walk_down_hall_angry__RAGUKRMK.mp4
18_15,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\18_15__outside_talking_still_laughing__V5VHLCOW.mp4
19_24,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\19_24__walk_down_hall_angry__OF8LF68K.mp4
23_24,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\23_24__talking_angry_couch__MDSDXSNU.mp4
24_19,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\24_19__walk_down_hall_angry__OF8LF68K.mp4
24_22,1,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\24_22__walking_outside_cafe_disgusted__XL557XC6.mp4
25_06,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\25_06__outside_talking_pan_laughing__MI9BDQ7M.mp4
12_14,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\12_14__walk_down_hall_angry__Z7EWFA0P.mp4
13_04,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\13_04__talking_angry_couch__00T3UYOR.mp4
14_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\14_03__exit_phone_room__KJ221YN0.mp4
14_18,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\14_18__talking_angry_couch__A5A1Q467.mp4
14_21,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\14_21__podium_speech_happy__IRKML4J0.mp4
14_26,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\14_26__secret_conversation__SU8SAHTT.mp4
15_02,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\15_02__talking_against_wall__HTG660F8.mp4
15_06,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\15_06__exit_phone_room__E98QYYXO.mp4
28_08,1,1,DeepFakeDetection,FAKE,COMP_012,Dataset\Video\DeepFakeDetection\28_08__exit_phone_room__5DCAESDA.mp4
28_05,1,1,DeepFakeDetection,FAKE,COMP_012,Dataset\Video\DeepFakeDetection\28_05__kitchen_pan__W3J028UG.mp4
15_20,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\15_20__outside_talking_still_laughing__99NHTFBM.mp4
27_26,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\27_26__meeting_serious__IE9N0ZI9.mp4
27_25,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\27_25__exit_phone_room__1KU29EUL.mp4
27_02,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\27_02__kitchen_pan__3L1MLH3D.mp4
15_21,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\15_21__kitchen_pan__87WSBJP3.mp4
26_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\26_03__kitchen_pan__WBSXBL82.mp4
25_26,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\25_26__podium_speech_happy__PQ41U3IJ.mp4
25_15,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\25_15__walk_down_hall_angry__BXVA6VQB.mp4
25_12,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\25_12__secret_conversation__0SA36BZ5.mp4
12_13,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\12_13__walk_down_hall_angry__6G44TDN4.mp4
