video_path,category,actual_label,predicted_label,prediction_probability,evidence_type,feature,feature_family,feature_value,shap_value,direction
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,s_hist_5_min,Color (HSV),0.18187,-0.587087,Pushes REAL
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,s_hist_5_mean,Color (HSV),0.18958,-0.530337,Pushes REAL
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,v_hist_0_min,Color (HSV),0.021866,-0.477895,Pushes REAL
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,h_mean_min,Color (HSV),45.732895,-0.461985,Pushes REAL
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.05513,-0.401151,Pushes REAL
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,h_std_mean,Color (HSV),56.627964,-0.371198,Pushes REAL
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,s_hist_0_std,Color (HSV),0.001622,-0.359821,Pushes REAL
Dataset\Video\Deepfakes\367_371.mp4,Deepfakes,FAKE,REAL,0.7465,Top REAL Evidence,lbp_hist_5_max,Texture (LBP & Gray),0.281296,-0.34416,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.292053,1.675111,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,edge_std_mean,Edge (Canny),53.414232,0.735994,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,lbp_hist_3_std,Texture (LBP & Gray),0.005524,0.722463,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,lbp_hist_6_std,Texture (LBP & Gray),0.003332,0.683793,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.014346,0.660568,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,lbp_hist_4_std,Texture (LBP & Gray),0.016074,0.598659,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.034958,0.512603,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,s_hist_5_std,Color (HSV),0.021365,0.510456,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,v_hist_3_min,Color (HSV),0.457031,0.481758,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top FAKE Evidence,s_hist_2_mean,Color (HSV),0.052911,0.454908,Pushes FAKE
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.309924,-1.486557,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,s_hist_5_min,Color (HSV),0.383545,-1.485469,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,s_hist_5_mean,Color (HSV),0.42312,-1.46659,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,lbp_hist_5_max,Texture (LBP & Gray),0.344193,-0.791819,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,s_hist_5_max,Color (HSV),0.446411,-0.765232,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,s_hist_6_min,Color (HSV),0.108093,-0.762655,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,h_hist_4_max,Color (HSV),0.611771,-0.592703,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.026162,-0.576326,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,v_hist_0_min,Color (HSV),0.014297,-0.509946,Pushes REAL
Dataset\Video\Deepfakes\618_629.mp4,Deepfakes,FAKE,REAL,0.9905,Top REAL Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.01593,-0.49647,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,s_std_std,Color (HSV),7.169251,1.001415,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,v_hist_1_min,Color (HSV),0.372345,0.980275,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,glcm_dissimilarity_std,Texture (GLCM),0.220502,0.914534,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,h_hist_7_std,Color (HSV),0.028375,0.80984,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,edge_std_mean,Edge (Canny),55.342613,0.662629,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,lbp_hist_6_std,Texture (LBP & Gray),0.003279,0.660928,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,h_mean_min,Color (HSV),108.212204,0.645105,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,s_hist_3_min,Color (HSV),0.244415,0.513008,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.232086,0.503237,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top FAKE Evidence,v_hist_5_std,Color (HSV),0.026702,0.432668,Pushes FAKE
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,s_hist_2_mean,Color (HSV),0.335144,-1.142655,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,glcm_correlation_std,Texture (GLCM),0.016306,-1.080993,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,dct_mid_energy_std,Frequency (DCT),825.531832,-0.758759,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,s_hist_3_mean,Color (HSV),0.269325,-0.728531,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,s_hist_7_std,Color (HSV),0.031605,-0.721393,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,dct_high_low_ratio_std,Frequency (DCT),6.4e-05,-0.709032,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,dct_high_energy_std,Frequency (DCT),40.564272,-0.678347,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,h_std_mean,Color (HSV),61.428873,-0.577675,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,h_hist_7_min,Color (HSV),0.214249,-0.551332,Pushes REAL
Dataset\Video\Deepfakes\643_646.mp4,Deepfakes,FAKE,FAKE,0.7259,Top REAL Evidence,lbp_hist_6_max,Texture (LBP & Gray),0.065765,-0.523925,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,h_hist_7_std,Color (HSV),0.03464,1.07353,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,v_hist_6_std,Color (HSV),0.021253,0.723533,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,v_hist_5_mean,Color (HSV),0.391812,0.648032,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,h_hist_0_min,Color (HSV),0.815277,0.558297,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,v_hist_5_max,Color (HSV),0.418427,0.554886,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,lbp_hist_3_max,Texture (LBP & Gray),0.116028,0.513708,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,edge_std_mean,Edge (Canny),59.579381,0.501443,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,lbp_hist_3_mean,Texture (LBP & Gray),0.11403,0.501171,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,h_hist_4_max,Color (HSV),0.003265,0.500584,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top FAKE Evidence,lbp_hist_8_min,Texture (LBP & Gray),0.086105,0.497624,Pushes FAKE
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,h_mean_min,Color (HSV),20.577698,-0.907717,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,v_hist_4_mean,Color (HSV),0.312584,-0.691056,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,s_std_mean,Color (HSV),32.517794,-0.634877,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,h_mean_std,Color (HSV),5.228434,-0.570062,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,v_hist_0_min,Color (HSV),0.000153,-0.569849,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,s_std_max,Color (HSV),33.938169,-0.556795,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,lbp_hist_6_max,Texture (LBP & Gray),0.065033,-0.489507,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.056107,-0.461588,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.046282,-0.421974,Pushes REAL
Dataset\Video\Deepfakes\718_972.mp4,Deepfakes,FAKE,FAKE,0.9324,Top REAL Evidence,s_hist_2_mean,Color (HSV),0.205309,-0.407728,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,s_hist_6_mean,Color (HSV),0.296422,1.033504,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.245544,0.766238,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,edge_std_mean,Edge (Canny),57.316283,0.587542,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,glcm_dissimilarity_std,Texture (GLCM),0.164565,0.485421,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,h_mean_min,Color (HSV),96.151932,0.431405,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,v_hist_4_std,Color (HSV),0.033679,0.423299,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,h_std_mean,Color (HSV),38.628946,0.402901,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,s_mean_mean,Color (HSV),151.494038,0.36367,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.040009,0.347817,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top FAKE Evidence,dct_mid_energy_max,Frequency (DCT),1566.385864,0.334144,Pushes FAKE
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,s_hist_6_min,Color (HSV),0.203522,-1.807328,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,glcm_correlation_std,Texture (GLCM),0.019118,-1.327189,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,s_hist_4_std,Color (HSV),0.020502,-0.802097,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.25441,-0.592656,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,s_hist_6_max,Color (HSV),0.334122,-0.487599,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,v_hist_0_min,Color (HSV),0.045654,-0.377152,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.017822,-0.370733,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,v_hist_4_mean,Color (HSV),0.226086,-0.351685,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,h_hist_4_max,Color (HSV),0.472473,-0.34243,Pushes REAL
Dataset\Video\Deepfakes\777_745.mp4,Deepfakes,FAKE,REAL,0.8823,Top REAL Evidence,lbp_hist_7_mean,Texture (LBP & Gray),0.054704,-0.332247,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.254074,0.932924,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,glcm_dissimilarity_std,Texture (GLCM),0.210687,0.839241,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,glcm_correlation_max,Texture (GLCM),0.883131,0.660987,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.012959,0.523958,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,glcm_energy_max,Texture (GLCM),0.091608,0.513759,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,glcm_correlation_mean,Texture (GLCM),0.861991,0.422384,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,h_hist_4_max,Color (HSV),0.081985,0.359149,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,lbp_hist_3_max,Texture (LBP & Gray),0.109909,0.341992,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,s_hist_7_std,Color (HSV),0.001051,0.32246,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top FAKE Evidence,s_hist_6_min,Color (HSV),0.00946,0.317097,Pushes FAKE
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.270854,-0.857446,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,glcm_correlation_std,Texture (GLCM),0.010863,-0.604366,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,dct_mid_energy_max,Frequency (DCT),8486.988281,-0.484778,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,h_hist_2_min,Color (HSV),0.196991,-0.473749,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,v_hist_0_min,Color (HSV),0.02449,-0.46678,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,lbp_hist_5_max,Texture (LBP & Gray),0.296936,-0.455478,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,edge_std_mean,Edge (Canny),84.277282,-0.43818,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,dct_high_energy_std,Frequency (DCT),29.860119,-0.423467,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,dct_mid_energy_min,Frequency (DCT),7575.902832,-0.392151,Pushes REAL
Dataset\Video\Deepfakes\791_770.mp4,Deepfakes,FAKE,FAKE,0.6428,Top REAL Evidence,s_hist_2_mean,Color (HSV),0.196965,-0.3605,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.004647,0.902188,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,h_mean_min,Color (HSV),109.297516,0.664336,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,lbp_hist_6_std,Texture (LBP & Gray),0.003177,0.61651,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,h_hist_7_std,Color (HSV),0.022072,0.544546,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,s_hist_3_mean,Color (HSV),0.017842,0.504493,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,s_hist_6_min,Color (HSV),0.0,0.420662,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.227448,0.412589,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,h_std_mean,Color (HSV),38.456106,0.410334,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.011766,0.406555,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top FAKE Evidence,edge_std_mean,Edge (Canny),62.671438,0.383807,Pushes FAKE
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,v_hist_4_mean,Color (HSV),0.557932,-1.653671,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,s_std_mean,Color (HSV),23.659129,-0.817087,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,lbp_hist_6_max,Texture (LBP & Gray),0.071854,-0.810031,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,s_std_max,Color (HSV),24.056522,-0.729526,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.060364,-0.725057,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,v_hist_0_min,Color (HSV),0.000183,-0.56972,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,h_hist_3_max,Color (HSV),0.258713,-0.548955,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.032555,-0.527285,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,h_hist_7_min,Color (HSV),0.202713,-0.50889,Pushes REAL
Dataset\Video\Deepfakes\890_837.mp4,Deepfakes,FAKE,REAL,0.8629,Top REAL Evidence,s_hist_2_mean,Color (HSV),0.215538,-0.465631,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,v_hist_6_std,Color (HSV),0.058654,2.583451,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,h_hist_1_min,Color (HSV),0.441254,1.003885,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,v_hist_5_std,Color (HSV),0.043194,0.830336,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,v_hist_5_mean,Color (HSV),0.447433,0.786978,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,v_hist_5_max,Color (HSV),0.511658,0.744961,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,lbp_hist_4_std,Texture (LBP & Gray),0.015783,0.579154,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,s_hist_5_std,Color (HSV),0.022925,0.558232,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.00048,0.484856,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,edge_std_mean,Edge (Canny),60.041909,0.483846,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top FAKE Evidence,v_hist_5_min,Color (HSV),0.383209,0.436759,Pushes FAKE
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,s_hist_5_mean,Color (HSV),0.265076,-0.832997,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,s_hist_5_min,Color (HSV),0.228867,-0.796439,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.000838,-0.575365,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,glcm_correlation_max,Texture (GLCM),0.980505,-0.486668,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,h_mean_min,Color (HSV),46.016479,-0.45696,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,s_hist_5_max,Color (HSV),0.292145,-0.455555,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,h_hist_0_std,Color (HSV),0.049625,-0.449002,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,glcm_energy_max,Texture (GLCM),0.222514,-0.431452,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,lbp_hist_9_mean,Texture (LBP & Gray),0.048029,-0.431376,Pushes REAL
Dataset\Video\Face2Face\044_945.mp4,Face2Face,FAKE,FAKE,0.9995,Top REAL Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.184921,-0.418457,Pushes REAL
Dataset\Video\Face2Face\046_904.mp4,Face2Face,FAKE,FAKE,0.5851,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.253204,0.915928,Pushes FAKE
Dataset\Video\Face2Face\046_904.mp4,Face2Face,FAKE,FAKE,0.5851,Top FAKE Evidence,v_hist_5_mean,Color (HSV),0.390727,0.645322,Pushes FAKE
Dataset\Video\Face2Face\046_904.mp4,Face2Face,FAKE,FAKE,0.5851,Top FAKE Evidence,edge_std_mean,Edge (Canny),57.323489,0.587268,Pushes FAKE
